StyleCode,Description_En,Description_Fr,Catalogue_Supplement_Page_En,Catalogue_Supplement_Page_Fr,# of Colourways,Colourways,Colourway_En,Colourway_Fr,Mp Price,CL Price,VP Price,WebLink,Sizing,Short_Description_En,Short_Description_Fr
2C740M,Heavyweight Brushed Cotton Drill~6 Panel Contour~No backing behind front panels~Pre-curved peak with 6 rows of stitching (P1)~Self cloth back strap with velcro closure (S3),Coton Croisé Brossé Épais~6 Panneaux «Contour»~Panneaux avant sans renforcement~Palette pré-courbée avec 6 rangées de couture (P1)~Attache arrière en tissu avec fermeture velcro (S3),Page # 65 of catalogue~,Page # 65 du catalogue~,,WH,White,Blanc,$5.70 ,$5.60 ,$5.40 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=2C740M&mycolorimg=2C740M-WH.jpg,N/A,Heavyweight Brushed Cotton Drill~6 Panel Contour,Coton Croisé Brossé Épais~6 Panneaux «Contour»
2C748M,Heavyweight Brushed Cotton Drill~6 Panel Contour~No backing behind front panels~Pre-curved peak with 6 rows of stitching (P1)~Self cloth back strap with velcro closure (S3),Coton Croisé Brossé Épais~6 Panneaux «Contour»~Panneaux avant sans renforcement~Palette pré-courbée avec 6 rangées de couture (P1)~Attache arrière en tissu avec fermeture velcro (S3),Page # 65 of catalogue~,Page # 65 du catalogue~,2,FG/TP,Forest Green/Taupe,Vert forêt/Taupe,$5.70 ,$5.60 ,$5.40 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=2C748M&mycolorimg=2C748M-FG_TP.jpg,N/A,Heavyweight Brushed Cotton Drill~6 Panel Contour,Coton Croisé Brossé Épais~6 Panneaux «Contour»
2C748M,Heavyweight Brushed Cotton Drill~6 Panel Contour~No backing behind front panels~Pre-curved peak with 6 rows of stitching (P1)~Self cloth back strap with velcro closure (S3),Coton Croisé Brossé Épais~6 Panneaux «Contour»~Panneaux avant sans renforcement~Palette pré-courbée avec 6 rangées de couture (P1)~Attache arrière en tissu avec fermeture velcro (S3),Page # 65 of catalogue~,Page # 65 du catalogue~,,NV/TP,Navy/Taupe,Bleu marine/Taupe,$5.70 ,$5.60 ,$5.40 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=2C748M&mycolorimg=2C748M-NV_TP.jpg,N/A,Heavyweight Brushed Cotton Drill~6 Panel Contour,Coton Croisé Brossé Épais~6 Panneaux «Contour»
2C880M,Heavyweight Brushed Cotton Drill~6 Panel Contour~No backing behind front panels~Pre-curved peak with 6 rows of stitching and contrast edge (P5)~Self cloth back strap with velcro closure (S3),Coton Croisé Brossé Épais~6 Panneaux «Contour»~Panneaux avant sans renforcement~Palette pré-courbée avec 6 rangées de couture et bordure contrastante (P5)~Attache arrière en tissu avec fermeture velcro (S3),Page # 66 of catalogue~,Page # 66 du catalogue~,8,BL/GL,Black/Gold,Noir/Or,$6.00 ,$5.90 ,$5.70 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=2C880M&mycolorimg=2C880M-BL_GL.jpg,N/A,Heavyweight Brushed Cotton Drill~6 Panel Contour,Coton Croisé Brossé Épais~6 Panneaux «Contour»
2C880M,Heavyweight Brushed Cotton Drill~6 Panel Contour~No backing behind front panels~Pre-curved peak with 6 rows of stitching and contrast edge (P5)~Self cloth back strap with velcro closure (S3),Coton Croisé Brossé Épais~6 Panneaux «Contour»~Panneaux avant sans renforcement~Palette pré-courbée avec 6 rangées de couture et bordure contrastante (P5)~Attache arrière en tissu avec fermeture velcro (S3),Page # 66 of catalogue~,Page # 66 du catalogue~,,BL/RD,Black/Red,Noir/Rouge,$6.00 ,$5.90 ,$5.70 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=2C880M&mycolorimg=2C880M-BL_RD.jpg,N/A,Heavyweight Brushed Cotton Drill~6 Panel Contour,Coton Croisé Brossé Épais~6 Panneaux «Contour»
2C880M,Heavyweight Brushed Cotton Drill~6 Panel Contour~No backing behind front panels~Pre-curved peak with 6 rows of stitching and contrast edge (P5)~Self cloth back strap with velcro closure (S3),Coton Croisé Brossé Épais~6 Panneaux «Contour»~Panneaux avant sans renforcement~Palette pré-courbée avec 6 rangées de couture et bordure contrastante (P5)~Attache arrière en tissu avec fermeture velcro (S3),Page # 66 of catalogue~,Page # 66 du catalogue~,,BL/WH,Black/White,Noir/Blanc,$6.00 ,$5.90 ,$5.70 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=2C880M&mycolorimg=2C880M-BL_WH.jpg,N/A,Heavyweight Brushed Cotton Drill~6 Panel Contour,Coton Croisé Brossé Épais~6 Panneaux «Contour»
2C880M,Heavyweight Brushed Cotton Drill~6 Panel Contour~No backing behind front panels~Pre-curved peak with 6 rows of stitching and contrast edge (P5)~Self cloth back strap with velcro closure (S3),Coton Croisé Brossé Épais~6 Panneaux «Contour»~Panneaux avant sans renforcement~Palette pré-courbée avec 6 rangées de couture et bordure contrastante (P5)~Attache arrière en tissu avec fermeture velcro (S3),Page # 66 of catalogue~,Page # 66 du catalogue~,,CL/BL,Clay/Black,Argile/Noir,$6.00 ,$5.90 ,$5.70 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=2C880M&mycolorimg=2C880M-CL_BL.jpg,N/A,Heavyweight Brushed Cotton Drill~6 Panel Contour,Coton Croisé Brossé Épais~6 Panneaux «Contour»
2C880M,Heavyweight Brushed Cotton Drill~6 Panel Contour~No backing behind front panels~Pre-curved peak with 6 rows of stitching and contrast edge (P5)~Self cloth back strap with velcro closure (S3),Coton Croisé Brossé Épais~6 Panneaux «Contour»~Panneaux avant sans renforcement~Palette pré-courbée avec 6 rangées de couture et bordure contrastante (P5)~Attache arrière en tissu avec fermeture velcro (S3),Page # 66 of catalogue~,Page # 66 du catalogue~,,CL/NV,Clay/Navy,Argile/Bleu marine,$6.00 ,$5.90 ,$5.70 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=2C880M&mycolorimg=2C880M-CL_NV.jpg,N/A,Heavyweight Brushed Cotton Drill~6 Panel Contour,Coton Croisé Brossé Épais~6 Panneaux «Contour»
2C880M,Heavyweight Brushed Cotton Drill~6 Panel Contour~No backing behind front panels~Pre-curved peak with 6 rows of stitching and contrast edge (P5)~Self cloth back strap with velcro closure (S3),Coton Croisé Brossé Épais~6 Panneaux «Contour»~Panneaux avant sans renforcement~Palette pré-courbée avec 6 rangées de couture et bordure contrastante (P5)~Attache arrière en tissu avec fermeture velcro (S3),Page # 66 of catalogue~,Page # 66 du catalogue~,,FG/TN,Forest Green/Tan,Vert forêt/Tan,$6.00 ,$5.90 ,$5.70 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=2C880M&mycolorimg=2C880M-FG_TN.jpg,N/A,Heavyweight Brushed Cotton Drill~6 Panel Contour,Coton Croisé Brossé Épais~6 Panneaux «Contour»
2C880M,Heavyweight Brushed Cotton Drill~6 Panel Contour~No backing behind front panels~Pre-curved peak with 6 rows of stitching and contrast edge (P5)~Self cloth back strap with velcro closure (S3),Coton Croisé Brossé Épais~6 Panneaux «Contour»~Panneaux avant sans renforcement~Palette pré-courbée avec 6 rangées de couture et bordure contrastante (P5)~Attache arrière en tissu avec fermeture velcro (S3),Page # 66 of catalogue~,Page # 66 du catalogue~,,NV/WH,Navy/White,Bleu marine/Blanc,$6.00 ,$5.90 ,$5.70 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=2C880M&mycolorimg=2C880M-NV_WH.jpg,N/A,Heavyweight Brushed Cotton Drill~6 Panel Contour,Coton Croisé Brossé Épais~6 Panneaux «Contour»
2C880M,Heavyweight Brushed Cotton Drill~6 Panel Contour~No backing behind front panels~Pre-curved peak with 6 rows of stitching and contrast edge (P5)~Self cloth back strap with velcro closure (S3),Coton Croisé Brossé Épais~6 Panneaux «Contour»~Panneaux avant sans renforcement~Palette pré-courbée avec 6 rangées de couture et bordure contrastante (P5)~Attache arrière en tissu avec fermeture velcro (S3),Page # 66 of catalogue~,Page # 66 du catalogue~,,ST/NV,Stone/Navy,Pierre/Bleu marine,$6.00 ,$5.90 ,$5.70 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=2C880M&mycolorimg=2C880M-ST_NV.jpg,N/A,Heavyweight Brushed Cotton Drill~6 Panel Contour,Coton Croisé Brossé Épais~6 Panneaux «Contour»
3350M,Polycose~4 Panel Bandana~Self cloth back ties,Polycose~4 Panneaux «Bandana»~Attache arrière de même tissu à nouer,Page # 73 of catalogue~,Page # 73 du catalogue~,2,BL,Black,Noir,$6.10 ,$6.00 ,$5.80 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=3350M&mycolorimg=3350M-BL.jpg,N/A,Polycose~4 Panel Bandana,Polycose~4 Panneaux «Bandana»
3350M,Polycose~4 Panel Bandana~Self cloth back ties,Polycose~4 Panneaux «Bandana»~Attache arrière de même tissu à nouer,Page # 73 of catalogue~,Page # 73 du catalogue~,,WH,White,Blanc,$6.10 ,$6.00 ,$5.80 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=3350M&mycolorimg=3350M-WH.jpg,N/A,Polycose~4 Panel Bandana,Polycose~4 Panneaux «Bandana»
3C120M,Canvas~Bush Style~Cotton storage pocket underneath crown top~10 Rows of stitching on brim~Matching chin strap~Metal eyelets & snaps on crown sides~Elastic adjustable sweatband,Canevas~Style «Bush»~Pochette de rangement en coton sous le dessus de la couronne~10 rangées de couture sur la bordure~Attache au menton assorti~Oeillets et boutons à pression en métal sur les côtés de la couronne~Bandeau intérieur élastique,Page # 96 of catalogue~,Page # 96 du catalogue~,4,BL,Black,Noir,$16.60 ,$16.20 ,$15.70 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=3C120M&mycolorimg=3C120M-BL.jpg,N/A,Canvas~Bush Style,Canevas~Style «Bush»
3C120M,Canvas~Bush Style~Cotton storage pocket underneath crown top~10 Rows of stitching on brim~Matching chin strap~Metal eyelets & snaps on crown sides~Elastic adjustable sweatband,Canevas~Style «Bush»~Pochette de rangement en coton sous le dessus de la couronne~10 rangées de couture sur la bordure~Attache au menton assorti~Oeillets et boutons à pression en métal sur les côtés de la couronne~Bandeau intérieur élastique,Page # 96 of catalogue~,Page # 96 du catalogue~,,FG,Forest Green,Vert forêt,$16.60 ,$16.20 ,$15.70 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=3C120M&mycolorimg=3C120M-FG.jpg,N/A,Canvas~Bush Style,Canevas~Style «Bush»
3C120M,Canvas~Bush Style~Cotton storage pocket underneath crown top~10 Rows of stitching on brim~Matching chin strap~Metal eyelets & snaps on crown sides~Elastic adjustable sweatband,Canevas~Style «Bush»~Pochette de rangement en coton sous le dessus de la couronne~10 rangées de couture sur la bordure~Attache au menton assorti~Oeillets et boutons à pression en métal sur les côtés de la couronne~Bandeau intérieur élastique,Page # 96 of catalogue~,Page # 96 du catalogue~,,NA,Natural,Naturel,$16.60 ,$16.20 ,$15.70 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=3C120M&mycolorimg=3C120M-NA.jpg,N/A,Canvas~Bush Style,Canevas~Style «Bush»
3C120M,Canvas~Bush Style~Cotton storage pocket underneath crown top~10 Rows of stitching on brim~Matching chin strap~Metal eyelets & snaps on crown sides~Elastic adjustable sweatband,Canevas~Style «Bush»~Pochette de rangement en coton sous le dessus de la couronne~10 rangées de couture sur la bordure~Attache au menton assorti~Oeillets et boutons à pression en métal sur les côtés de la couronne~Bandeau intérieur élastique,Page # 96 of catalogue~,Page # 96 du catalogue~,,NV,Navy,Bleu marine,$16.60 ,$16.20 ,$15.70 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=3C120M&mycolorimg=3C120M-NV.jpg,N/A,Canvas~Bush Style,Canevas~Style «Bush»
3C130M,Canvas~Marine Style~Flotation device underneath crown top~Cotton storage pocket underneath crown top~10 Rows of stitching on brim~Matching chin strap~Metal eyelets & snaps on crown sides~Elastic adjustable sweatband,Canevas~Style «Marine»~Matériel spécial sous le dessus du chapeau qui permet au chapeau de flotter~Pochette de rangement en coton sous le dessus de la couronne~10 rangées de couture sur la bordure~Attache au menton assorti~Oeillets et boutons à pression en métal sur les côtés de la couronne~Bandeau intérieur élastique,Page # 96 of catalogue~,Page # 96 du catalogue~,1,NA,Natural,Naturel,$16.90 ,$16.50 ,$16.00 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=3C130M&mycolorimg=3C130M-NA.jpg,N/A,Canvas~Marine Style,Canevas~Style «Marine»
4050M,Polyester / Nylon Mesh~5 Panel Traditional (Mesh Back)~4 1/4” Crown height~Foam & tricot laminated front panel~Plastic adjustable back strap (S1),Polyester / Filet en Nylon~5 Panneaux «Traditionnel» (Filet Arrière)~Hauteur de la couronne 4 1/4”~Panneau avant laminé avec éponge et tricot~Attache arrière ajustable en plastique (S1),Page # 72 of catalogue~,Page # 72 du catalogue~,1,BL,Black,Noir,$7.00 ,$6.80 ,$6.60 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=4050M&mycolorimg=4050M-BL.jpg,N/A,Polyester / Nylon Mesh~5 Panel Traditional (Mesh Back),Polyester / Filet en Nylon~5 Panneaux «Traditionnel» (Filet Arrière)
4E390M,Blended Acrylic~6 Panel Constructed Contour~Matching buckram laminated front panels with Pro-stitch~Pre-curved peak with 6 rows of stitching (P1)~Self cloth tuck-in back strap with velcro closure (S5),Acrylique Melangé~6 Panneaux «Contour Renforcé»~Panneaux avant assortis laminés de bougran et couture «Pro»~Palette pré-courbée avec 6 rangées de couture (P1)~Attache arrière en tissu avec fermeture velcro et bout insérable (S5),Page # 51 of catalogue~,Page # 51 du catalogue~,4,BL,Black,Noir,$12.20 ,$11.90 ,$11.50 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=4E390M&mycolorimg=4E390M-BL.jpg,N/A,Blended Acrylic~6 Panel Constructed Contour,Acrylique Melangé~6 Panneaux «Contour Renforcé»
4E390M,Blended Acrylic~6 Panel Constructed Contour~Matching buckram laminated front panels with Pro-stitch~Pre-curved peak with 6 rows of stitching (P1)~Self cloth tuck-in back strap with velcro closure (S5),Acrylique Melangé~6 Panneaux «Contour Renforcé»~Panneaux avant assortis laminés de bougran et couture «Pro»~Palette pré-courbée avec 6 rangées de couture (P1)~Attache arrière en tissu avec fermeture velcro et bout insérable (S5),Page # 51 of catalogue~,Page # 51 du catalogue~,,MB,Midnight Blue,Bleu minuit,$12.20 ,$11.90 ,$11.50 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=4E390M&mycolorimg=4E390M-MB.jpg,N/A,Blended Acrylic~6 Panel Constructed Contour,Acrylique Melangé~6 Panneaux «Contour Renforcé»
4E390M,Blended Acrylic~6 Panel Constructed Contour~Matching buckram laminated front panels with Pro-stitch~Pre-curved peak with 6 rows of stitching (P1)~Self cloth tuck-in back strap with velcro closure (S5),Acrylique Melangé~6 Panneaux «Contour Renforcé»~Panneaux avant assortis laminés de bougran et couture «Pro»~Palette pré-courbée avec 6 rangées de couture (P1)~Attache arrière en tissu avec fermeture velcro et bout insérable (S5),Page # 51 of catalogue~,Page # 51 du catalogue~,,RD,Red,Rouge,$12.20 ,$11.90 ,$11.50 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=4E390M&mycolorimg=4E390M-RD.jpg,N/A,Blended Acrylic~6 Panel Constructed Contour,Acrylique Melangé~6 Panneaux «Contour Renforcé»
4E390M,Blended Acrylic~6 Panel Constructed Contour~Matching buckram laminated front panels with Pro-stitch~Pre-curved peak with 6 rows of stitching (P1)~Self cloth tuck-in back strap with velcro closure (S5),Acrylique Melangé~6 Panneaux «Contour Renforcé»~Panneaux avant assortis laminés de bougran et couture «Pro»~Palette pré-courbée avec 6 rangées de couture (P1)~Attache arrière en tissu avec fermeture velcro et bout insérable (S5),Page # 51 of catalogue~,Page # 51 du catalogue~,,WH,White,Blanc,$12.20 ,$11.90 ,$11.50 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=4E390M&mycolorimg=4E390M-WH.jpg,N/A,Blended Acrylic~6 Panel Constructed Contour,Acrylique Melangé~6 Panneaux «Contour Renforcé»
5030M,Polycotton~6 Panel Constructed Contour~Buckram laminated front panels with Pro-Stitch~Pre-curved peak~Self cloth back strap with velcro closure (S3),Polycoton~6 Panneaux «Contour Renforcé»~Panneaux avant laminés de bougran et couture «Pro»~Palette pré-courbée~Attache arrière en tissu avec fermeture velcro (S3),"Page # 103,112-115 of catalogue~","Page # 103,112-115 du catalogue~",16,BASS1,BASS1,Achigan1,$12.70 ,$12.40 ,$12.00 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=5030M&mycolorimg=5030M-BASS1.jpg,N/A,Polycotton~6 Panel Constructed Contour,Polycoton~6 Panneaux «Contour Renforcé»
5030M,Polycotton~6 Panel Constructed Contour~Buckram laminated front panels with Pro-Stitch~Pre-curved peak~Self cloth back strap with velcro closure (S3),Polycoton~6 Panneaux «Contour Renforcé»~Panneaux avant laminés de bougran et couture «Pro»~Palette pré-courbée~Attache arrière en tissu avec fermeture velcro (S3),"Page # 103,112-115 of catalogue~","Page # 103,112-115 du catalogue~",,BEAR2,BEAR2,Ours2,$12.70 ,$12.40 ,$12.00 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=5030M&mycolorimg=5030M-BEAR2.jpg,N/A,Polycotton~6 Panel Constructed Contour,Polycoton~6 Panneaux «Contour Renforcé»
5030M,Polycotton~6 Panel Constructed Contour~Buckram laminated front panels with Pro-Stitch~Pre-curved peak~Self cloth back strap with velcro closure (S3),Polycoton~6 Panneaux «Contour Renforcé»~Panneaux avant laminés de bougran et couture «Pro»~Palette pré-courbée~Attache arrière en tissu avec fermeture velcro (S3),"Page # 103,112-115 of catalogue~","Page # 103,112-115 du catalogue~",,DEER1,DEER1,Chevreuil1,$12.70 ,$12.40 ,$12.00 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=5030M&mycolorimg=5030M-DEER1.jpg,N/A,Polycotton~6 Panel Constructed Contour,Polycoton~6 Panneaux «Contour Renforcé»
5030M,Polycotton~6 Panel Constructed Contour~Buckram laminated front panels with Pro-Stitch~Pre-curved peak~Self cloth back strap with velcro closure (S3),Polycoton~6 Panneaux «Contour Renforcé»~Panneaux avant laminés de bougran et couture «Pro»~Palette pré-courbée~Attache arrière en tissu avec fermeture velcro (S3),"Page # 103,112-115 of catalogue~","Page # 103,112-115 du catalogue~",,ELK1,ELK1,Élan1,$12.70 ,$12.40 ,$12.00 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=5030M&mycolorimg=5030M-ELK1.jpg,N/A,Polycotton~6 Panel Constructed Contour,Polycoton~6 Panneaux «Contour Renforcé»
5030M,Polycotton~6 Panel Constructed Contour~Buckram laminated front panels with Pro-Stitch~Pre-curved peak~Self cloth back strap with velcro closure (S3),Polycoton~6 Panneaux «Contour Renforcé»~Panneaux avant laminés de bougran et couture «Pro»~Palette pré-courbée~Attache arrière en tissu avec fermeture velcro (S3),"Page # 103,112-115 of catalogue~","Page # 103,112-115 du catalogue~",,GEESE1,GEESE1,Oies1,$12.70 ,$12.40 ,$12.00 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=5030M&mycolorimg=5030M-GEESE1.jpg,N/A,Polycotton~6 Panel Constructed Contour,Polycoton~6 Panneaux «Contour Renforcé»
5030M,Polycotton~6 Panel Constructed Contour~Buckram laminated front panels with Pro-Stitch~Pre-curved peak~Self cloth back strap with velcro closure (S3),Polycoton~6 Panneaux «Contour Renforcé»~Panneaux avant laminés de bougran et couture «Pro»~Palette pré-courbée~Attache arrière en tissu avec fermeture velcro (S3),"Page # 103,112-115 of catalogue~","Page # 103,112-115 du catalogue~",,MOOSE1,MOOSE1,Orignal1,$12.70 ,$12.40 ,$12.00 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=5030M&mycolorimg=5030M-MOOSE1.jpg,N/A,Polycotton~6 Panel Constructed Contour,Polycoton~6 Panneaux «Contour Renforcé»
5030M,Polycotton~6 Panel Constructed Contour~Buckram laminated front panels with Pro-Stitch~Pre-curved peak~Self cloth back strap with velcro closure (S3),Polycoton~6 Panneaux «Contour Renforcé»~Panneaux avant laminés de bougran et couture «Pro»~Palette pré-courbée~Attache arrière en tissu avec fermeture velcro (S3),"Page # 103,112-115 of catalogue~","Page # 103,112-115 du catalogue~",,PIKE1,PIKE1,Brochet1,$12.70 ,$12.40 ,$12.00 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=5030M&mycolorimg=5030M-PIKE1.jpg,N/A,Polycotton~6 Panel Constructed Contour,Polycoton~6 Panneaux «Contour Renforcé»
5030M,Polycotton~6 Panel Constructed Contour~Buckram laminated front panels with Pro-Stitch~Pre-curved peak~Self cloth back strap with velcro closure (S3),Polycoton~6 Panneaux «Contour Renforcé»~Panneaux avant laminés de bougran et couture «Pro»~Palette pré-courbée~Attache arrière en tissu avec fermeture velcro (S3),"Page # 103,112-115 of catalogue~","Page # 103,112-115 du catalogue~",,SALMON1,SALMON1,Saumon1,$12.70 ,$12.40 ,$12.00 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=5030M&mycolorimg=5030M-SALMON1.jpg,N/A,Polycotton~6 Panel Constructed Contour,Polycoton~6 Panneaux «Contour Renforcé»
5030M,Polycotton~6 Panel Constructed Contour~Buckram laminated front panels with Pro-Stitch~Pre-curved peak~Self cloth back strap with velcro closure (S3),Polycoton~6 Panneaux «Contour Renforcé»~Panneaux avant laminés de bougran et couture «Pro»~Palette pré-courbée~Attache arrière en tissu avec fermeture velcro (S3),"Page # 103,112-115 of catalogue~","Page # 103,112-115 du catalogue~",,THBRED1,THBRED1,Pur-sang1,$12.70 ,$12.40 ,$12.00 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=5030M&mycolorimg=5030M-THBRED1.jpg,N/A,Polycotton~6 Panel Constructed Contour,Polycoton~6 Panneaux «Contour Renforcé»
5030M,Polycotton~6 Panel Constructed Contour~Buckram laminated front panels with Pro-Stitch~Pre-curved peak~Self cloth back strap with velcro closure (S3),Polycoton~6 Panneaux «Contour Renforcé»~Panneaux avant laminés de bougran et couture «Pro»~Palette pré-courbée~Attache arrière en tissu avec fermeture velcro (S3),"Page # 103,112-115 of catalogue~","Page # 103,112-115 du catalogue~",,TROUT1,TROUT1,Truite1,$12.70 ,$12.40 ,$12.00 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=5030M&mycolorimg=5030M-TROUT1.jpg,N/A,Polycotton~6 Panel Constructed Contour,Polycoton~6 Panneaux «Contour Renforcé»
5030M,Polycotton~6 Panel Constructed Contour~Buckram laminated front panels with Pro-Stitch~Pre-curved peak~Self cloth back strap with velcro closure (S3),Polycoton~6 Panneaux «Contour Renforcé»~Panneaux avant laminés de bougran et couture «Pro»~Palette pré-courbée~Attache arrière en tissu avec fermeture velcro (S3),"Page # 103,112-115 of catalogue~","Page # 103,112-115 du catalogue~",,WALLEYE2,WALLEYE2,Doré jaune2,$12.70 ,$12.40 ,$12.00 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=5030M&mycolorimg=5030M-WALLEYE2.jpg,N/A,Polycotton~6 Panel Constructed Contour,Polycoton~6 Panneaux «Contour Renforcé»
5030M,Polycotton~6 Panel Constructed Contour~Buckram laminated front panels with Pro-Stitch~Pre-curved peak~Self cloth back strap with velcro closure (S3),Polycoton~6 Panneaux «Contour Renforcé»~Panneaux avant laminés de bougran et couture «Pro»~Palette pré-courbée~Attache arrière en tissu avec fermeture velcro (S3),"Page # 103,112-115 of catalogue~","Page # 103,112-115 du catalogue~",,WOLF2,WOLF2,Loup2,$12.70 ,$12.40 ,$12.00 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=5030M&mycolorimg=5030M-WOLF2.jpg,N/A,Polycotton~6 Panel Constructed Contour,Polycoton~6 Panneaux «Contour Renforcé»
5030M,Polycotton~6 Panel Constructed Contour~Buckram laminated front panels with Pro-Stitch~Pre-curved peak~Self cloth back strap with velcro closure (S3),Polycoton~6 Panneaux «Contour Renforcé»~Panneaux avant laminés de bougran et couture «Pro»~Palette pré-courbée~Attache arrière en tissu avec fermeture velcro (S3),"Page # 103,112-115 of catalogue~","Page # 103,112-115 du catalogue~",,BARREL2,BARREL2,Course de baril,$12.70 ,$12.40 ,$12.00 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=5030M&mycolorimg=5030M-BARREL2.jpg,N/A,Polycotton~6 Panel Constructed Contour,Polycoton~6 Panneaux «Contour Renforcé»
5030M,Polycotton~6 Panel Constructed Contour~Buckram laminated front panels with Pro-Stitch~Pre-curved peak~Self cloth back strap with velcro closure (S3),Polycoton~6 Panneaux «Contour Renforcé»~Panneaux avant laminés de bougran et couture «Pro»~Palette pré-courbée~Attache arrière en tissu avec fermeture velcro (S3),"Page # 103,112-115 of catalogue~","Page # 103,112-115 du catalogue~",,BULL1,BULL1,Vaincre le taureau,$12.70 ,$12.40 ,$12.00 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=5030M&mycolorimg=5030M-BULL1.jpg,N/A,Polycotton~6 Panel Constructed Contour,Polycoton~6 Panneaux «Contour Renforcé»
5030M,Polycotton~6 Panel Constructed Contour~Buckram laminated front panels with Pro-Stitch~Pre-curved peak~Self cloth back strap with velcro closure (S3),Polycoton~6 Panneaux «Contour Renforcé»~Panneaux avant laminés de bougran et couture «Pro»~Palette pré-courbée~Attache arrière en tissu avec fermeture velcro (S3),"Page # 103,112-115 of catalogue~","Page # 103,112-115 du catalogue~",,CHUCK1,CHUCK1,Charrette de cowboy,$12.70 ,$12.40 ,$12.00 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=5030M&mycolorimg=5030M-CHUCK1.jpg,N/A,Polycotton~6 Panel Constructed Contour,Polycoton~6 Panneaux «Contour Renforcé»
5030M,Polycotton~6 Panel Constructed Contour~Buckram laminated front panels with Pro-Stitch~Pre-curved peak~Self cloth back strap with velcro closure (S3),Polycoton~6 Panneaux «Contour Renforcé»~Panneaux avant laminés de bougran et couture «Pro»~Palette pré-courbée~Attache arrière en tissu avec fermeture velcro (S3),"Page # 103,112-115 of catalogue~","Page # 103,112-115 du catalogue~",,ROPER2,ROPER2,Lasso en équipe,$12.70 ,$12.40 ,$12.00 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=5030M&mycolorimg=5030M-ROPER2.jpg,N/A,Polycotton~6 Panel Constructed Contour,Polycoton~6 Panneaux «Contour Renforcé»
5050M,"Polycotton / Nylon Mesh~5 Panel Traditional (Mesh Back)~3 3/4"" Crown height~Buckram laminated front panel~Plastic adjustable back strap (S1)","Polycoton / Filet en Nylon~5 Panneaux «Traditionnel» (Filet Arrière)~Hauteur de la couronne 3 3/4""~Panneau avant laminé de bougran~Attache arrière ajustable en plastique (S1)",Page # 72 of catalogue~,Page # 72 du catalogue~,4,BL,Black,Noir,$6.30 ,$6.20 ,$6.00 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=5050M&mycolorimg=5050M-BL.jpg,N/A,Polycotton / Nylon Mesh~5 Panel Traditional (Mesh Back),Polycoton / Filet en Nylon~5 Panneaux «Traditionnel» (Filet Arrière)
5050M,"Polycotton / Nylon Mesh~5 Panel Traditional (Mesh Back)~3 3/4"" Crown height~Buckram laminated front panel~Plastic adjustable back strap (S1)","Polycoton / Filet en Nylon~5 Panneaux «Traditionnel» (Filet Arrière)~Hauteur de la couronne 3 3/4""~Panneau avant laminé de bougran~Attache arrière ajustable en plastique (S1)",Page # 72 of catalogue~,Page # 72 du catalogue~,,FG,Forest Green,Vert forêt,$6.30 ,$6.20 ,$6.00 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=5050M&mycolorimg=5050M-FG.jpg,N/A,Polycotton / Nylon Mesh~5 Panel Traditional (Mesh Back),Polycoton / Filet en Nylon~5 Panneaux «Traditionnel» (Filet Arrière)
