ItemNo,Item Status,ItemName,Material,Description,Decorating,ColorHeading,ColorList,Category,SubCategory,MasterCartonCasePack,MasterCartonDimension-Depth,MasterCartonDimension-Height,MasterCartonDimension-Weight,MasterCartonDimension-Width,CatalogSize,MemorySize,ImprintTextAll,PackagingDetails,Disclaimers,PriceQtyCol1,PriceQtyCol2,PriceQtyCol3,PriceQtyCol4,PriceQtyCol5,PriceCanCol1,PriceCanCol2,PriceCanCol3,PriceCanCol4,PriceCanCol5,PriceHeadingType,PriceHeadingCDN,Icon_Brand_Name,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Photo_Feature,Photo_1,Photo_2,Photo_3,Photo_4,Photo_5,Photo_6,Photo_7,Photo_8,Photo_9,Photo_10,Photo_11,Photo_12,Photo_13,Photo_14,Photo_15,Photo_16,Photo_17,Photo_18,Photo_19,Photo_20,Photo_21,Photo_22,Photo_23,Photo_24,Photo_25,Photo_26,Photo_27,Photo_28,Photo_29,Photo_30,Photo_Alt1,Photo_Alt2,Photo_Alt3,Photo_Alt4,Photo_Alt5,Photo_Alt6,Photo_Alt7,Photo_Alt8,Photo_Alt9,Photo_Alt10,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,MasterPageName,ItemNew,NewCatText,CategoryImageName,SampleTagColors,RecPenCatText,RecPenPriceCol1,RecPenPriceCol2,RecPenPriceCol3,RecPenPriceCol4,RecPenPriceCol5,RecPenPriceCDNCol1,RecPenPriceCDNCol2,RecPenPriceCDNCol3,RecPenPriceCDNCol4,RecPenPriceCDNCol5,CatalogDescPackaging,RecPenFilename,Callout1,Callout2,Callout3,ArtistInstructions,BrandImageName,GroupSubName,GroupName,GroupSort,CategoryShopping,SubCategoryShopping
2090-81,INLINE,12lb./doz. Distressed Beach Towel,100% Cotton,"12.0lb./doz., ultra soft velour, 100% cotton beach towel. 35″ x 60″",,Colors:,"Black, Blue, Silver or Turquoise",Towels,Beach Towels (Towels),30,16,18,34,23,"60"" H x 35"" W",,,Bulk,,48,150,300,450,600,33.58,32.23,30.9,29.57,26.65,5C,CDN$,ProTowels.eps,New.eps,,,,,,,,,,2090-81BL_D-1.eps,2090-81SL_D-1.eps,2090-81BK_D-1.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black.eps,Blue.eps,Silver.eps,Turquoise.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,"R-Recreation, Coolers & Towels 3",,,RecreationCoolersTowels_R.eps,"Colors: Black, Blue, Silver or Turquoise",,,,,,,,,,,,"12.0lb./doz., ultra soft velour, 100% cotton beach towel. 35″ x 60″ Bulk",,,,,,ProTowels.eps,12lb./doz. Distressed Beach Towel,12lb./doz. Distressed Beach Towel,20,,
2100-65,INLINE,Omicron Identification Tag,Aluminum,Metal wire with twist action closure to attach tag to luggage or strap.,,Color:,Silver,Travel Gifts,Travel Accessories (Travel Gifts),500,13.39,7.28,19.58,10.75,"2.375"" H x 1.75"" W x .125"" L",,"Color Imprint, Laser",Bulk,,288,400,750,1000,1500,5.28,5.08,4.85,4.65,4.18,5C,CDN$,,,,,,,,,,,,2100-65SL_D.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100-65SL_A.eps,,,,,,,,,,Silver.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-Luggage & Travel Gifts 3,,,LuggageTravelGifts_R.eps,Color: Silver,,,,,,,,,,,,Metal wire with twist action closure to attach tag to luggage or strap. Bulk,,,,,,,Omicron Identification Tag,Omicron Identification Tag,20,"Drinkware, Home & Travel",Luggage & Travel Gifts
2115-71,INLINE,Hampton Notebook Jotter,UltraHyde,"Interior business card pocket. Double pen loop locking closure. Includes 3"" x 4.5"" unlined  Hampton writing pad. ",,Colors:,Black or Navy,Stationery,Jotters (Stationery),144,15.75,12.6,24.2,13.39,"5"" H x 3.75"" W x .75"" L",,"Stamping, Color Imprint, Epoxy Dome",,,144,250,400,600,1000,6.85,6.57,6.3,6.03,5.43,5C,CDN$,Hampton.eps,Exclusive Design.eps,,,,,,,,,,2115-71NY_D.eps,2115-71BK_D.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2115-71NY_A.eps,,,,,,,,,,Black.eps,Navy.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-Stationery 2,,,Stationery_R.eps,Colors: Black or Navy,2115-71 + Recommended pen 1521-19,9.25,9.05,8.85,8.65,8.21,11.75,11.47,11.2,10.93,10.33,"Interior business card pocket. Double pen loop locking closure. Includes 3"" x 4.5"" unlined  Hampton writing pad. ",,,,,,Hampton.eps,Hampton Notebook Jotter,Hampton Notebook Jotter,20,Office,Stationery
2150-01,INLINE,PolyPro Non-Woven Little Grocery Tote,80g Non-Woven Polypropylene,"Perfect alternative to plastic bags. Open main compartment. Supportive bottom board. Interior fabric loop at opening for attaching bag to supermarket checkout frames. Reinforced handles and binding for added durability. 10"" handle drop height.",,Colors:,"Black, Red or Royal",Totes,Non-Woven Totes (Totes),100,14.96,16.93,18.48,14.17,"13"" H x 12"" W x 8"" L",,"Color Imprint, 4-Color Process",Bulk,,288,400,750,1000,1500,2.57,2.47,2.37,2.27,2.03,5C,CDN$,,Photographixx.eps,,,,,,,,,,2150-01BK_D-7.eps,2150-01GR_D-6.eps,2150-01NT_D-6.eps,2150-01RYL_D-6.eps,2150-01RD_D-6.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black.eps,Red.eps,Royal.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-Totes & Business Cases 4,,,TotesBusinessCases_R.eps,"Colors: Black, Red or Royal",,,,,,,,,,,,"Perfect alternative to plastic bags. Open main compartment. Supportive bottom board. Interior fabric loop at opening for attaching bag to supermarket checkout frames. Reinforced handles and binding for added durability. 10"" handle drop height. Bulk",,,,,,,PolyPro Non-Woven Little Grocery Tote,PolyPro Non-Woven Little Grocery Tote,20,Bags,Totes & Business Cases
2150-02,INLINE,PolyPro Non-Woven Budget Shopper Tote,80g Non-Woven Polypropylene,"Perfect alternative to plastic bags. Open main compartment. 10"" handle drop height.",,Colors:,"Black, Royal or White",Totes,Non-Woven Totes (Totes),300,20.08,23.62,28.6,12.99,"13"" H x 20"" W x 8"" L",,"Color Imprint, 4-Color Process",Bulk,,288,400,750,1000,1500,2.15,2.07,1.97,1.88,1.7,5C,CDN$,,Photographixx.eps,,,,,,,,,,2150-02RYL_D-3.eps,2150-02BK_D-1.eps,2150-02RD_D-1.eps,2150-02WH_D-1.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black.eps,Royal.eps,White.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,L-Totes & Business Cases 2,,,TotesBusinessCases_L.eps,"Colors: Black, Royal or White",,,,,,,,,,,,"Perfect alternative to plastic bags. Open main compartment. 10"" handle drop height. Bulk",,,,,,,PolyPro Non-Woven Budget Shopper Tote,PolyPro Non-Woven Budget Shopper Tote,20,,
2150-03,INLINE,Polypro Non-Woven Deluxe Box Convention Tote,80g Non-Woven Polypropylene,"Great for tradeshows, conventions and business meetings. Open main compartment. Supportive bottom board. Open front pocket. Side organization includes pockets, plastic ID window, pen sleeves and business card holder. Reinforced adjustable shoulder strap; adjusts up to 21"".",,Color:,Gray,Totes,Non-Woven Totes (Totes),90,16.92,22.44,24.25,14.96,"14"" H x 16"" W x 6"" L",,"Color Imprint, 4-Color Process",Bulk,,288,400,750,1000,1500,5.08,4.88,4.68,4.48,4.03,5C,CDN$,,Photographixx.eps,,,,,,,,,,2150-03GY_D-2.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gray.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L-Totes & Business Cases 4,,,TotesBusinessCases_L.eps,Color: Gray,,,,,,,,,,,,"Great for tradeshows, conventions and business meetings. Open main compartment. Supportive bottom board. Open front pocket. Side organization includes pockets, plastic ID window, pen sleeves and business card holder. Reinforced adjustable shoulder strap; adjusts up to 21"". Bulk",,,,,,,Polypro Non-Woven Deluxe Box Convention Tote,Polypro Non-Woven Deluxe Box Convention Tote,20,Bags,Totes & Business Cases
2150-04,INLINE,Polypro Non-Woven Convention Tote,80g Non-Woven Polypropylene,"Great for tradeshows, conventions and business meetings. Open main compartment. Reinforced handles for added durability. 11.5"" handle drop height.",,Colors:,"Black, Royal or White",Totes,Non-Woven Totes (Totes),300,16.54,15.75,17.6,15.75,"15.75"" H x 15"" W x .5"" L",,"Color Imprint, 4-Color Process",Bulk,,288,400,750,1000,1500,2.35,2.27,2.15,2.07,1.87,5C,CDN$,,Photographixx.eps,,,,,,,,,,2150-04RYL_D.eps,2150-04BK_D.eps,2150-04RD_D-5.eps,2150-04WH_D.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black.eps,Royal.eps,White.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-Totes & Business Cases 4,,,TotesBusinessCases_R.eps,"Colors: Black, Royal or White",,,,,,,,,,,,"Great for tradeshows, conventions and business meetings. Open main compartment. Reinforced handles for added durability. 11.5"" handle drop height. Bulk",,,,,,,Polypro Non-Woven Convention Tote,Polypro Non-Woven Convention Tote,20,Bags,Totes & Business Cases
2150-20,INLINE,PolyPro Non-Woven Gift Tote,80g Non-Woven Polypropylene,"Perfect alternative to plastic bags. Open main compartment. Front open pocket. Reinforced contrast handles, binding and gusset for added durability. 9"" handle drop height.",,Colors:,"Black, Royal or White",Totes,Non-Woven Totes (Totes),300,20.47,23.62,28.6,12.99,"12"" H x 9"" W x 4.5"" L",,"Color Imprint, 4-Color Process",Bulk,,288,400,500,1000,1500,2.22,2.13,2.03,1.95,1.75,5C,CDN$,,Photographixx.eps,,,,,,,,,,2150-20WH_D-2.eps,2150-20BK_D.eps,2150-20RD_D.eps,2150-20RYL_D.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black.eps,Royal.eps,White.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,L-Totes & Business Cases 2,,,TotesBusinessCases_L.eps,"Colors: Black, Royal or White",,,,,,,,,,,,"Perfect alternative to plastic bags. Open main compartment. Front open pocket. Reinforced contrast handles, binding and gusset for added durability. 9"" handle drop height. Bulk",,,,,,,PolyPro Non-Woven Gift Tote,PolyPro Non-Woven Gift Tote,20,Bags,Totes & Business Cases
2150-21,INLINE,PolyPro Non-Woven Pocket Tote,80g Non-Woven Polypropylene,"Great for tradeshows, conventions, and business meetings. Open main compartment. Front pocket and pen sleeves. Contrast accents and stitching. Reinforced handles. 11"" handle drop height.",,Colors:,"Gray, Red or Royal",Totes,Non-Woven Totes (Totes),150,16.14,18.5,19.8,15.75,"15"" H x 15"" W x 3"" L",,"Color Imprint, 4-Color Process",Bulk,,288,400,500,1000,1500,3.45,3.33,3.2,3.07,2.75,5C,CDN$,,Photographixx.eps,,,,,,,,,,2150-21RD_D-2.eps,2150-21GY_D.eps,2150-21RYL_D.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gray.eps,Red.eps,Royal.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,L-Totes & Business Cases 4,,,TotesBusinessCases_L.eps,"Colors: Gray, Red or Royal",,,,,,,,,,,,"Great for tradeshows, conventions, and business meetings. Open main compartment. Front pocket and pen sleeves. Contrast accents and stitching. Reinforced handles. 11"" handle drop height. Bulk",,,,,,,PolyPro Non-Woven Pocket Tote,PolyPro Non-Woven Pocket Tote,20,Bags,Totes & Business Cases
2150-38,INLINE,Polypro Non-Woven Big Grocery Tote,80g Non-Woven Polypropylene,"Perfect alternative to plastic bags. Open main compartment. Supportive bottom board. Reinforced binding on edges. Interior fabric loop at opening for attaching bag to supermarket checkout frames. Reinforced handles and binding for added durability. 10"" handle drop height.",,Colors:,"Black, Green, Hntr Grn, Lime, Natural, OceanBL, Orange, Purple, Red, Royal or White",Totes,Non-Woven Totes (Totes),90,15.75,23.62,22,13.78,"15"" H x 13"" W x 10"" L",,"Color Imprint, 4-Color Process",Bulk,,288,400,750,1000,1500,2.7,2.6,2.5,2.4,2.15,5C,CDN$,,Photographixx.eps,,,,,,,,,,2150-38OR_D-8.eps,2150-38RD_D-5.eps,2150-38RYL_D-5.eps,2150-38WH_D-5.eps,2150-38PK_D-5.eps,2150-38NT_D-5.eps,2150-38PP_D-5.eps,2150-38BL_D-5.eps,2150-38BK_D-5.eps,2150-38GR_D-5.eps,2150-38HG_D-5.eps,2150-38LM_D-5.eps,2150-38YW_D-7.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black.eps,Green.eps,Hntr Grn.eps,Lime.eps,Natural.eps,OceanBL.eps,Orange.eps,Purple.eps,Red.eps,Royal.eps,White.eps,,,,,,,,,,,,,,,,,,,,R-Totes & Business Cases 4,,,TotesBusinessCases_R.eps,11 colors available,,,,,,,,,,,,"Perfect alternative to plastic bags. Open main compartment. Supportive bottom board. Reinforced binding on edges. Interior fabric loop at opening for attaching bag to supermarket checkout frames. Reinforced handles and binding for added durability. 10"" handle drop height. Bulk",,,,,,,Polypro Non-Woven Big Grocery Tote,Polypro Non-Woven Big Grocery Tote,20,Bags,Totes & Business Cases
2150-40,INLINE,PolyPro Non-Woven Foldable Tote,80g Non-Woven Polypropylene,"Perfect alternative to plastic bags. Portable tote folds and zippers into 5""H x 8.5""W pouch with front pocket and clip zipper pull. Unzipped tote has an open main compartment. Front pocket, pen loop. Reinforced handles. 13"" handle drop height.",,Colors:,Black or Royal,Totes,Non-Woven Totes (Totes),200,19,17,25.3,17,"15.75"" H x 15"" W x .5"" L",,"Color Imprint, 4-Color Process",Bulk,,288,400,750,1000,1500,3.65,3.52,3.37,3.22,2.9,5C,CDN$,,Photographixx.eps,,,,,,,,,,2150-40BK_D.eps,2150-40RYL_D-1.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black.eps,Royal.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L-Totes & Business Cases 4,,,TotesBusinessCases_L.eps,Colors: Black or Royal,,,,,,,,,,,,"Perfect alternative to plastic bags. Portable tote folds and zippers into 5""H x 8.5""W pouch with front pocket and clip zipper pull. Unzipped tote has an open main compartment. Front pocket, pen loop. Reinforced handles. 13"" handle drop height. Bulk",,,,,,,PolyPro Non-Woven Foldable Tote,PolyPro Non-Woven Foldable Tote,20,Bags,Totes & Business Cases
2150-42,INLINE,PolyPro Non-Woven Small Shopper Tote,80g Non-Woven Polypropylene,"Perfect alternative to plastic bags. Open main compartment. Side pocket. Reinforced contrast handles, binding and gusset. 14"" handle drop height.",,Color:,Gray,Totes,Non-Woven Totes (Totes),100,17.32,14.57,13.2,13.78,"12"" H x 16"" W x 6"" L",,"Color Imprint, 4-Color Process",Bulk,,288,400,750,1000,1500,2.55,2.43,2.35,2.23,2.02,5C,CDN$,,Photographixx.eps,,,,,,,,,,2150-42GY_D-3.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gray.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-Totes & Business Cases 4,,,TotesBusinessCases_R.eps,Color: Gray,,,,,,,,,,,,"Perfect alternative to plastic bags. Open main compartment. Side pocket. Reinforced contrast handles, binding and gusset. 14"" handle drop height. Bulk",,,,,,,PolyPro Non-Woven Small Shopper Tote,PolyPro Non-Woven Small Shopper Tote,20,Bags,Totes & Business Cases
2150-44,INLINE,PolyPro Non-Woven Contrast Carry-All Tote,80g Non-Woven Polypropylene,"Perfect alternative to plastic bags. Open main compartment. Front open pocket and pen loop. Contrast binding and handles. Reinforced handles. Interior fabric loop at opening for attaching to supermarket checkout frames. 10"" handle drop height.",,Colors:,Gray or Royal,Totes,Non-Woven Totes (Totes),100,14.17,16.54,15.4,15.75,"14.5"" H x 13"" W x 6"" L",,"Color Imprint, 4-Color Process",Bulk,,288,400,750,1000,1500,3.63,3.48,3.35,3.2,2.88,5C,CDN$,,Photographixx.eps,,,,,,,,,,2150-44RYL_D.eps,2150-44GY_D-1.eps,2150-44RD_D-2.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gray.eps,Royal.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L-Totes & Business Cases 4,,,TotesBusinessCases_L.eps,Colors: Gray or Royal,,,,,,,,,,,,"Perfect alternative to plastic bags. Open main compartment. Front open pocket and pen loop. Contrast binding and handles. Reinforced handles. Interior fabric loop at opening for attaching to supermarket checkout frames. 10"" handle drop height. Bulk",,,,,,,PolyPro Non-Woven Contrast Carry-All Tote,PolyPro Non-Woven Contrast Carry-All Tote,20,Bags,Totes & Business Cases
2150-46,INLINE,PolyPro Non-Woven Insulated Big Grocery Tote,100g Non-Woven Polypropylene,"Keeps your goods cool after a trip to the grocery store. Insulated with heat-sealed water-resistant lining. Zippered main compartment. Front pocket. Interior fabric loop at opening for attaching bag to supermarket checkout frames. Reinforced handles and binding for added durability. 11"" handle drop height. Perfect alternative to plastic bags",,Colors:,"Black, Natural or Red",Totes,Non-Woven Totes (Totes),80,26.77,18.11,33,15.75,"15"" H x 13"" W x 10"" L",,"Color Imprint, 4-Color Process",Bulk,,144,250,400,600,1000,5.37,5.15,4.95,4.72,4.25,5C,CDN$,,Photographixx.eps,,,,,,,,,,2150-46HG_D-2.eps,2150-46BK_D.eps,2150-46NT_D.eps,2150-46RD_D-1.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black.eps,Natural.eps,Red.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,L-Totes & Business Cases 4,,,TotesBusinessCases_L.eps,"Colors: Black, Natural or Red",,,,,,,,,,,,"Keeps your goods cool after a trip to the grocery store. Insulated with heat-sealed water-resistant lining. Zippered main compartment. Front pocket. Interior fabric loop at opening for attaching bag to supermarket checkout frames. Reinforced handles and binding for added durability. 11"" handle drop height. Perfect alternative to plastic bags Bulk",,,,,,,PolyPro Non-Woven Insulated Big Grocery Tote,PolyPro Non-Woven Insulated Big Grocery Tote,20,Bags,Totes & Business Cases
2150-51,INLINE,Printed PolyPro Chevron Shopper Tote,80g Non-Woven Polypropylene,"On-trend design is printed directly onto the material for a new and fresh take on PolyPro. Perfect alternative to plastic bags. Open main compartment. Pen loop and front pocket. Reinforced binding and handles for added durability. 11"" handle drop height.",,Colors:,"Black, Lime, Red or Royal",Totes,Non-Woven Totes (Totes),200,16.14,22.44,27.5,13.39,"14"" H x 12"" W x 5"" L",,"Color Imprint, 4-Color Process",Bulk,,288,400,750,1000,1500,3.62,3.45,3.33,3.17,2.87,5C,CDN$,,Exclusive Design.eps,Photographixx.eps,,,,,,,,,2150-51PP_D-2.eps,2150-51BK_D-1.eps,2150-51LM_D-1.eps,2150-51RD_D-1.eps,2150-51RYL_D-1.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black.eps,Lime.eps,Red.eps,Royal.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,R-Totes & Business Cases 4,,,TotesBusinessCases_R.eps,"Colors: Black, Lime, Red or Royal",,,,,,,,,,,,"On-trend design is printed directly onto the material for a new and fresh take on PolyPro. Perfect alternative to plastic bags. Open main compartment. Pen loop and front pocket. Reinforced binding and handles for added durability. 11"" handle drop height. Bulk",,,,,,,Printed PolyPro Chevron Shopper Tote,Printed PolyPro Chevron Shopper Tote,20,Bags,Totes & Business Cases
2150-98,INLINE,PolyPro Non-Woven Cinch,80g Non-Woven Polypropylene,Large main compartment with cinch top. Drawstring design for over-the-shoulder or backpack carry. Eco woven label to promote reusability as this is a perfect alternative to plastic bags.,,Colors:,"Gray, Lime, Red or Royal",Backpacks,Cinches (Backpacks),200,20.47,14.96,18.7,14.96,"17.5"" H x 13.5"" W x .25"" L",,"Color Imprint, 4-Color Process",Bulk,,288,400,750,1000,1500,3.35,3.22,3.08,2.95,2.67,5C,CDN$,,Photographixx.eps,,,,,,,,,,2150-98LM_D-1.eps,2150-98RYL_D.eps,2150-98GY_D.eps,2150-98RD_D.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gray.eps,Lime.eps,Red.eps,Royal.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,R-Backpacks & Duffels 3,,,BackpacksDuffels_R.eps,"Colors: Gray, Lime, Red or Royal",,,,,,,,,,,,Large main compartment with cinch top. Drawstring design for over-the-shoulder or backpack carry. Eco woven label to promote reusability as this is a perfect alternative to plastic bags. Bulk,,,,,,,PolyPro Non-Woven Cinch,PolyPro Non-Woven Cinch,20,Bags,Backpacks & Duffels
2151-10,INLINE,PolyPro Non-Woven Quilted Insulated Tote,100g Non-Woven Polypropylene,"Keeps your goods cool after a trip to the grocery store. Perfect alternative to plastic bags. Insulated with heat-sealed water-resistant lining. Zippered main compartment. Open front pocket. Quilted diamond material accents; contrast binding and stitch details. Reinforced handles and binding on edges for added durability. 7"" handle drop height.",,Color:,Black,Totes,Non-Woven Totes (Totes),100,26.38,20.47,18.7,14.96,"12.5"" H x 11.75"" W x 7.74"" L",,"Color Imprint, 4-Color Process",Bulk,,144,250,400,600,1000,6.63,6.37,6.1,5.83,5.25,5C,CDN$,,Photographixx.eps,,,,,,,,,,2151-10BK_D-1.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2151-10BK_D.eps,,,,,,,,,,Black.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-Totes & Business Cases 4,,,TotesBusinessCases_R.eps,Color: Black,,,,,,,,,,,,"Keeps your goods cool after a trip to the grocery store. Perfect alternative to plastic bags. Insulated with heat-sealed water-resistant lining. Zippered main compartment. Open front pocket. Quilted diamond material accents; contrast binding and stitch details. Reinforced handles and binding on edges for added durability. 7"" handle drop height. Bulk",,,,,,,PolyPro Non-Woven Quilted Insulated Tote,PolyPro Non-Woven Quilted Insulated Tote,20,Bags,Totes & Business Cases
2160-04,INLINE,Laminated Non-Woven Small Shopper Tote,110g Laminated Non-Woven Polypropylene,"Perfect alternative to plastic bags. Open main compartment. Laminated material is water-resistant and easily wipes clean. Polypropylene non-woven reinforced handles and binding for added durability. 8"" handle drop height.",,Colors:,"Black, Red, Royal or White",Totes,Non-Woven Totes (Totes),300,19.69,20.47,25.3,14.57,"12"" H x 9"" W x 4.5"" L",,Color Imprint,Bulk,,288,400,750,1000,1500,3.52,3.37,3.23,3.1,2.8,5C,CDN$,,,,,,,,,,,,2160-04RYL_D.eps,2160-04BK_D.eps,2160-04LM_D.eps,2160-04RD_D.eps,2160-04WH_D.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black.eps,Red.eps,Royal.eps,White.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,L-Totes & Business Cases 4,,,TotesBusinessCases_L.eps,"Colors: Black, Red, Royal or White",,,,,,,,,,,,"Perfect alternative to plastic bags. Open main compartment. Laminated material is water-resistant and easily wipes clean. Polypropylene non-woven reinforced handles and binding for added durability. 8"" handle drop height. Bulk",,,,,,,Laminated Non-Woven Small Shopper Tote,Laminated Non-Woven Small Shopper Tote,20,Bags,Totes & Business Cases
2160-05,INLINE,Laminated Non-Woven Large Shopper Tote,110g Laminated Non-Woven Polypropylene,"Perfect alternative to plastic bags. Open main compartment. Laminated material is water-resistant and easily wipes clean. Polypropylene non-woven reinforced handles and binding for added durability. 10"" handle drop height.",,Colors:,"Black, Royal or White",Totes,Non-Woven Totes (Totes),150,18.5,16.93,23.1,16.93,"14"" H x 16"" W x 6"" L",,Color Imprint,Bulk,,288,400,750,1000,1500,4.42,4.23,4.05,3.88,3.5,5C,CDN$,,,,,,,,,,,,2160-05RYL_D.eps,2160-05BK_D.eps,2160-05RD_D.eps,2160-05WH_D.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black.eps,Royal.eps,White.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-Totes & Business Cases 4,,,TotesBusinessCases_R.eps,"Colors: Black, Royal or White",,,,,,,,,,,,"Perfect alternative to plastic bags. Open main compartment. Laminated material is water-resistant and easily wipes clean. Polypropylene non-woven reinforced handles and binding for added durability. 10"" handle drop height. Bulk",,,,,,,Laminated Non-Woven Large Shopper Tote,Laminated Non-Woven Large Shopper Tote,20,Bags,Totes & Business Cases
2160-08,INLINE,Laminated Non-Woven Quilted Carry-All Tote,110g Laminated Non-Woven Polypropylene,"Stitched quilting details give this tote a fashion twist and a subtle classic printed effect. Perfect alternative to plastic bags. Open main compartment. Open front pocket with pen loop. Laminated material is water-resistant and easily wipes clean. 10"" handle drop height.",,Color:,Black,Totes,Non-Woven Totes (Totes),100,16.14,19.69,23.1,14.96,"13"" H x 15"" W x 8"" L",,Color Imprint,Bulk,,144,250,400,600,1000,6.57,6.3,6.05,5.78,5.22,5C,CDN$,,,,,,,,,,,,2160-08SL_D-2.eps,2160-08BK_D.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L-Totes & Business Cases 4,,,TotesBusinessCases_L.eps,Color: Black,,,,,,,,,,,,"Stitched quilting details give this tote a fashion twist and a subtle classic printed effect. Perfect alternative to plastic bags. Open main compartment. Open front pocket with pen loop. Laminated material is water-resistant and easily wipes clean. 10"" handle drop height. Bulk",,,,,,,Laminated Non-Woven Quilted Carry-All Tote,Laminated Non-Woven Quilted Carry-All Tote,20,Bags,Totes & Business Cases
2160-38,INLINE,Laminated Non-Woven Big Grocery Tote,110g Laminated Non-Woven Polypropylene,"Eco-print pattern supports environmentally friendly promotions and is also ideal for grocery shopping, beach trips and other outdoor events. Perfect alternative to plastic bags. Large main open compartment. Supportive bottom board. Open front pocket. Laminated material is water-resistant and easily wipes clean. Polypropylene non-woven reinforced handles and binding for added durability. 10"" handle drop height.",,Colors:,"Black, Hntr Grn, Red or Royal",Totes,Non-Woven Totes (Totes),100,16.54,18.11,25.74,14.17,"15"" H x 13"" W x 10"" L",,Color Imprint,Bulk,,288,400,750,1000,1500,4.9,4.7,4.5,4.3,3.88,5C,CDN$,,,,,,,,,,,,2160-38HG_D-3.eps,2160-38RYL_D.eps,2160-38RD_D-2.eps,2160-38BK_D.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black.eps,Hntr Grn.eps,Red.eps,Royal.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,R-Totes & Business Cases 4,,,TotesBusinessCases_R.eps,"Colors: Black, Hntr Grn, Red or Royal",,,,,,,,,,,,"Eco-print pattern supports environmentally friendly promotions and is also ideal for grocery shopping, beach trips and other outdoor events. Perfect alternative to plastic bags. Large main open compartment. Supportive bottom board. Open front pocket. Laminated material is water-resistant and easily wipes clean. Polypropylene non-woven reinforced handles and binding for added durability. 10"" handle drop height. Bulk",,,,,,,Laminated Non-Woven Big Grocery Tote,Laminated Non-Woven Big Grocery Tote,20,Bags,Totes & Business Cases
