ItemNo,Item Status,ItemName,Material,Description,Decorating,ColorHeading,ColorList,Category,SubCategory,MasterCartonCasePack,MasterCartonDimension-Depth,MasterCartonDimension-Height,MasterCartonDimension-Weight,MasterCartonDimension-Width,CatalogSize,MemorySize,ImprintTextAll,PackagingDetails,Disclaimers,PriceQtyCol1,PriceQtyCol2,PriceQtyCol3,PriceQtyCol4,PriceQtyCol5,PriceCanCol1,PriceCanCol2,PriceCanCol3,PriceCanCol4,PriceCanCol5,PriceHeadingType,PriceHeadingCDN,Icon_Brand_Name,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Photo_Feature,Photo_1,Photo_2,Photo_3,Photo_4,Photo_5,Photo_6,Photo_7,Photo_8,Photo_9,Photo_10,Photo_11,Photo_12,Photo_13,Photo_14,Photo_15,Photo_16,Photo_17,Photo_18,Photo_19,Photo_20,Photo_21,Photo_22,Photo_23,Photo_24,Photo_25,Photo_26,Photo_27,Photo_28,Photo_29,Photo_30,Photo_Alt1,Photo_Alt2,Photo_Alt3,Photo_Alt4,Photo_Alt5,Photo_Alt6,Photo_Alt7,Photo_Alt8,Photo_Alt9,Photo_Alt10,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,MasterPageName,ItemNew,NewCatText,CategoryImageName,SampleTagColors,RecPenCatText,RecPenPriceCol1,RecPenPriceCol2,RecPenPriceCol3,RecPenPriceCol4,RecPenPriceCol5,RecPenPriceCDNCol1,RecPenPriceCDNCol2,RecPenPriceCDNCol3,RecPenPriceCDNCol4,RecPenPriceCDNCol5,CatalogDescPackaging,RecPenFilename,Callout1,Callout2,Callout3,ArtistInstructions,BrandImageName,GroupSubName,GroupName,GroupSort,CategoryShopping,SubCategoryShopping
1622-41,INLINE,Double-Wall Ceramic Tumbler 11oz,Double Wall Ceramic,"Silicone lid. Double-wall ceramic tumbler. 5.5"" tall without the lid. Fits in most corporate coffee machines.  Microwave Safe.  Remove silicone lid before placing in the microwave.  Choose between color imprinting or our cutting edge dishwasher safe laser decorating method.  11 oz.  Laser decorating cannot be done on the white mug.",,Colors:,"Aqua, Black, Black, Aqua, Black, Purple, Black, royal, Black/Black, Black/Orange, Blue, Blue/Black, Brown, Brown/Black, Gray, Gray/Black, Lime, Lime green/Black, Orange, Purple, Red, Red/Black or Royal",Drinkware,Ceramics (Drinkware),0,NULL,NULL,NULL,NULL,"6"" H x 2.25"" D x 11 oz.",,"Color Imprint, Laser",1-piece natrual gift box,,48,150,300,450,600,8.55,8.2,7.87,7.53,6.78,5C,CDN$,,New Color.eps,,,,,,,,,,1622-41BKBK_D-1.eps,1622-41BR_D.eps,1622-41RD_D.eps,1622-41BL_D.eps,1622-41BRBK_D.eps,1622-41BLBK_D.eps,1622-41GYBK_D.eps,1622-41GY_D.eps,1622-41RDBK_D.eps,1622-41BK_D-6.eps,1622-41AQ_D.eps,1622-41LM_D.eps,1622-41OR_D.eps,1622-41PP_D.eps,1622-41RYL_D.eps,1622-41BKAQ_D.eps,1622-41BKOR_D.eps,1622-41BKPP_D.eps,1622-41BKRY_D.eps,1622-41LMBK_D.eps,,,,,,,,,,,,,,,,,,,,,,Aqua.eps,Black.eps,"Black, Aqua.eps","Black, Purple.eps","Black, royal.eps",Black Black.eps,Black Orange.eps,Blue.eps,Blue Black.eps,Brown.eps,Brown Black.eps,Gray.eps,Gray Black.eps,Lime.eps,Lime green Black.eps,Orange.eps,Purple.eps,Red.eps,Red Black.eps,Royal.eps,,,,,,,,,,,R-Drinkware 2,,,Drinkware_R.eps,20 colors available,,,,,,,,,,,,"Silicone lid. Double-wall ceramic tumbler. 5.5"" tall without the lid. Fits in most corporate coffee machines.  Microwave Safe.  Remove silicone lid before placing in the microwave.  Choose between color imprinting or our cutting edge dishwasher safe laser decorating method.  11 oz.  Laser decorating cannot be done on the white mug. 1-piece natrual gift box",,,,,,,Double-Wall Ceramic Tumbler 11oz,Double-Wall Ceramic Tumbler 11oz,20,"Drinkware, Home & Travel",Drinkware
1622-44,INLINE,Cutter & Buck® Performance Series Tumbler 16oz,Stainless Steel with Stainless Steel liner,Double-wall stainless tumbler with screw-on lid.  Cutter & Buck®  branding on the base and lid. Leed's Exclusive. 16 oz.,,Color:,Silver,Drinkware,Mugs & Tumblers (Drinkware),25,18.11,9.45,20.83,18.5,"8"" H x 2.75"" D x 16 oz.",,Color Imprint,1-piece premium gift box,,36,100,150,250,400,25.53,24.52,23.5,22.5,20.27,5C,CDN$,Cutter & Buck.eps,Exclusive Design.eps,,,,,,,,,,1622-44SL_D-2.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silver.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-Drinkware 3,,,Drinkware_R.eps,Color: Silver,,,,,,,,,,,,Double-wall stainless tumbler with screw-on lid.  Cutter & Buck®  branding on the base and lid. Leed's Exclusive. 16 oz. 1-piece premium gift box,,,,,,CutterBuck.eps,Cutter & Buck® Performance Series Tumbler 16oz,Cutter & Buck® Performance Series Tumbler 16oz,20,"Drinkware, Home & Travel",Drinkware
1622-45,INLINE,Cutter & Buck® Performance Series Travel Mug 16oz,Stainless Steel with Stainless Steel liner,Double-wall stainless travel mug with screw-on lid.  Cutter & Buck®  branding on the base and lid. Leed's Exclusive. 16oz.,,Color:,Silver,Drinkware,Mugs & Tumblers (Drinkware),25,25.2,9.45,22.66,17.72,"8"" H x 2.75"" D x 16 oz.",,Color Imprint,1-piece premium gift box,,36,100,150,250,400,26.42,25.38,24.32,23.28,20.97,5C,CDN$,Cutter & Buck.eps,Exclusive Design.eps,,,,,,,,,,1622-45SL_D-5.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silver.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L-Drinkware 3,,,Drinkware_L.eps,Color: Silver,,,,,,,,,,,,Double-wall stainless travel mug with screw-on lid.  Cutter & Buck®  branding on the base and lid. Leed's Exclusive. 16oz. 1-piece premium gift box,,,,,,CutterBuck.eps,Cutter & Buck® Performance Series Travel Mug 16oz,Cutter & Buck® Performance Series Travel Mug 16oz,20,"Drinkware, Home & Travel",Drinkware
1622-48,INLINE,Cool Gear® No Sweat BPA Free Sport Bottle 20oz,Eastman Tritan™ Copolyester,Flip top unique lid with clip.  Double-wall construction to prevent sweating.  Double-wall helps to keep liquid colder longer.  Volume measurements on bottle. BPA free. 20oz.,,Color:,Blue,Drinkware,Plastic Sport Bottles (Drinkware),25,18.39,10.91,13.86,18.39,"9.25"" H x 3"" W x 20 oz.",,Color Imprint,Individual polybag,,48,150,300,450,600,17.27,16.58,15.9,15.2,13.7,5C,CDN$,Cool Gear.eps,,,,,,,,,,,1622-48BL_D.eps,1622-48BL_A_detail.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blue.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-Drinkware 3,,,Drinkware_R.eps,Color: Blue,,,,,,,,,,,,Flip top unique lid with clip.  Double-wall construction to prevent sweating.  Double-wall helps to keep liquid colder longer.  Volume measurements on bottle. BPA free. 20oz. Individual polybag,,,,,,CoolGear.eps,Cool Gear® No Sweat BPA Free Sport Bottle 20oz,Cool Gear® No Sweat BPA Free Sport Bottle 20oz,20,"Drinkware, Home & Travel",Drinkware
1622-49,INLINE,Cool Gear® Water Filtration BPA Free Sport Bottle,Eastman Tritan™ Copolyester,"Made from Tritan Copolyester, this bottle features a patented filter and freezer stick system which reduces chlorine taste and other impurities.  Can filter up to 150 gallons of water before being replaced after approximatley 4 months depending on usage. Water flows easily through built-in straw and filter, to produce cold, great tasting water.  Can purchase filter refills at http://www.coolgearinc.com. The style # is 749.  26oz.",,Colors:,Clear or Gray,Drinkware,Plastic Sport Bottles (Drinkware),25,10.63,18.9,17.6,18.9,"9.24"" H x 2.75"" D x 26 oz.",,Color Imprint,Individual polybag,,48,150,300,450,600,23.08,22.15,21.23,20.33,18.32,5C,CDN$,Cool Gear.eps,,,,,,,,,,,1622-49RD_D-1.eps,1622-49CL_D.eps,1622-49GY_D-1.eps,1622-49GR_D-1.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clear.eps,Gray.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L-Drinkware 3,,,Drinkware_L.eps,Colors: Clear or Gray,,,,,,,,,,,,"Made from Tritan Copolyester, this bottle features a patented filter and freezer stick system which reduces chlorine taste and other impurities.  Can filter up to 150 gallons of water before being replaced after approximatley 4 months depending on usage. Water flows easily through built-in straw and filter, to produce cold, great tasting water.  Can purchase filter refills at http://www.coolgearinc.com. The style # is 749.  26oz. Individual polybag",,,,,,CoolGear.eps,Cool Gear® Water Filtration BPA Free Sport Bottle,Cool Gear® Water Filtration BPA Free Sport Bottle,20,"Drinkware, Home & Travel",Drinkware
1622-51,INLINE,Expedition Stainless Bottle 24oz,Stainless Steel,Flip-top lid with straw for easy drinkability.  Straw detaches for easy cleaning.  Large opening for easy cleaning and filling.  Stainless steel construction.  Carabiner clip.  BPA free.  24oz.,,Colors:,"Blue, Red or Silver",Drinkware,Stainless Sport Bottles (Drinkware),50,15.35,20.87,23.32,15.35,"10.25"" H x 2.75"" D x 24 oz.",,Color Imprint,Individual polybag,,48,150,300,450,600,10.87,10.43,10,9.58,8.62,5C,CDN$,,,,,,,,,,,,1622-51RD_D-2.eps,1622-51BL_D.eps,1622-51SL_D.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blue.eps,Red.eps,Silver.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,L-Drinkware 3,,,Drinkware_L.eps,"Colors: Blue, Red or Silver",,,,,,,,,,,,Flip-top lid with straw for easy drinkability.  Straw detaches for easy cleaning.  Large opening for easy cleaning and filling.  Stainless steel construction.  Carabiner clip.  BPA free.  24oz. Individual polybag,,,,,,,Expedition Stainless Bottle 24oz,Expedition Stainless Bottle 24oz,20,"Drinkware, Home & Travel",Drinkware
1622-54,INLINE,Mega Double-Wall Ceramic Tumbler 15oz,Double Wall Ceramic,"Silicone lid. Double-wall ceramic tumbler. 6.5"" tall without the lid.  Microwave Safe.  Remove silicone lid before placing in the microwave. 15oz.",,Colors:,"Black, Black/Black, Blue, Blue/Black, Brown, Brown/Black, Gray, Gray/Black, Red or Red/Black",Drinkware,Ceramics (Drinkware),0,NULL,7,NULL,NULL,"7"" H x 2.5"" D x 15 oz.",,Color Imprint,,,36,100,150,250,400,10.97,10.55,10.1,9.67,8.72,5C,CDN$,,,,,,,,,,,,1622-54BLBK_D.eps,1622-54BKBK_D.eps,1622-54BK_D-2.eps,1622-54BL_D.eps,1622-54BRBK_D.eps,1622-54BR_D.eps,1622-54GYBK_D.eps,1622-54GY_D.eps,1622-54RDBK_D.eps,1622-54RD_D.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black.eps,Black Black.eps,Blue.eps,Blue Black.eps,Brown.eps,Brown Black.eps,Gray.eps,Gray Black.eps,Red.eps,Red Black.eps,,,,,,,,,,,,,,,,,,,,,R-Drinkware 2,,,Drinkware_R.eps,10 colors available,,,,,,,,,,,,"Silicone lid. Double-wall ceramic tumbler. 6.5"" tall without the lid.  Microwave Safe.  Remove silicone lid before placing in the microwave. 15oz.",,,,,,,Mega Double-Wall Ceramic Tumbler 15oz,Mega Double-Wall Ceramic Tumbler 15oz,20,"Drinkware, Home & Travel",Drinkware
1622-55,INLINE,Hawaii Tumbler 14oz,Stainless Steel with Stainless Steel liner,Thumb-slide closure lid. Acrylic band. Double-wall construction using stainless steel. 14oz.,,Colors:,Black or White,Drinkware,Mugs & Tumblers (Drinkware),24,20.87,9.84,14.52,13.78,"8.5"" H x 2.5"" D x 14 oz.",,Color Imprint,Individual polybag,,48,150,300,450,600,13.65,13.12,12.57,12.03,10.83,5C,CDN$,,,,,,,,,,,,1622-55WH_D-2.eps,1622-55BK_D.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black.eps,White.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-Drinkware 3,,,Drinkware_R.eps,Colors: Black or White,,,,,,,,,,,,Thumb-slide closure lid. Acrylic band. Double-wall construction using stainless steel. 14oz. Individual polybag,,,,,,,Hawaii Tumbler 14oz,Hawaii Tumbler 14oz,20,"Drinkware, Home & Travel",Drinkware
1622-57,INLINE,Veranda Tumbler 14oz,Stainless Steel with Stainless Steel liner,Features an innovative lid with a 360-degree drink top that opens and closes with a push of a button. Double-wall stainless construction maintains beverage temperature. Ergonomic design with silicone sleeve. 14oz.,,Color:,Silver,Drinkware,Mugs & Tumblers (Drinkware),25,17.52,17.52,21.61,9.06,"8"" H x 2.75"" D x 14 oz.",,Color Imprint,1-piece black gift box,,48,150,300,450,600,18.22,17.48,16.75,16.05,14.45,5C,CDN$,,,,,,,,,,,,1622-57SL_D.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1622-57SL_A-1.eps,,,,,,,,,,Silver.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-Drinkware 3,,,Drinkware_R.eps,Color: Silver,,,,,,,,,,,,Features an innovative lid with a 360-degree drink top that opens and closes with a push of a button. Double-wall stainless construction maintains beverage temperature. Ergonomic design with silicone sleeve. 14oz. 1-piece black gift box,,360 degree drinkability,,,,,Veranda Tumbler 14oz,Veranda Tumbler 14oz,20,"Drinkware, Home & Travel",Drinkware
1622-63,INLINE,Sedici Tumbler 16oz,Double Wall Acrylic,Double-wall acrylic tumbler and straw with stopper. Product ships with matching color straw unless specified otherwise in purchase order. BPA free. 16oz.,"Color Imprint, centered on front (max 3.5"" H x 4"" W, 3.5"" H x 9"" W wrap) ",Colors:,"Black, Blue, Clear, Green, Orange, Purple, Red or Yellow",Drinkware,Acrylic (Drinkware),24,16.34,14.17,12.54,12.01,"6.25"" H x 2.5"" D x 16 oz.",,"Color Imprint, 4-Color Process",Individual polybag,,48,150,300,450,600,5.42,5.22,4.98,4.77,4.3,5C,CDN$,,Photographixx.eps,,,,,,,,,,1622-63CL_D-8.eps,1622-63BK_D-4.eps,1622-63BL_D-1.eps,1622-63GR_D-2.eps,1622-63OR_D-1.eps,1622-63PP_D-1.eps,1622-63RD_D-3.eps,1622-63YW_D-1.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black.eps,Blue.eps,Clear.eps,Green.eps,Orange.eps,Purple.eps,Red.eps,Yellow.eps,,,,,,,,,,,,,,,,,,,,,,,L-Drinkware 2,,,Drinkware_L.eps,8 colors available,,,,,,,,,,,,Double-wall acrylic tumbler and straw with stopper. Product ships with matching color straw unless specified otherwise in purchase order. BPA free. 16oz. Individual polybag,,,,,,,Sedici Tumbler 16oz,Sedici Tumbler 16oz,20,"Drinkware, Home & Travel",Drinkware
1622-71,INLINE,Venti Ceramic Mug 20oz,Ceramic,Large ceramic mug with wide integrated handle.  Glossy attractive two-tone finish. (with exception of all white mug which is all white glossy finish). Microwave safe.  Choose between color imprinting or our new cutting edge dishwasher safe laser decorating method. 20oz.,"Color Imprint, handle right or left, centered on front (max 3"" H x 3"" W; 3"" H x 7.5"" W wrap)",Colors:,"Black, Blue, Red or White",Drinkware,Ceramics (Drinkware),25,25.59,7.56,34.32,20.47,"6"" H x 3"" D x 20 oz.",,"Color Imprint, Laser",1-piece natrual gift box,,96,150,300,450,600,7.1,6.8,6.53,6.25,5.63,5C,CDN$,,,,,,,,,,,,1622-71BK_D.eps,1622-71BL_D.eps,1622-71WH_D.eps,1622-71RD_D-1.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black.eps,Blue.eps,Red.eps,White.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,L-Drinkware 3,,,Drinkware_L.eps,"Colors: Black, Blue, Red or White",,,,,,,,,,,,Large ceramic mug with wide integrated handle.  Glossy attractive two-tone finish. (with exception of all white mug which is all white glossy finish). Microwave safe.  Choose between color imprinting or our new cutting edge dishwasher safe laser decorating method. 20oz. 1-piece natrual gift box,,,,,,,Venti Ceramic Mug 20oz,Venti Ceramic Mug 20oz,20,"Drinkware, Home & Travel",Drinkware
1622-84,INLINE,Mega Double-Wall Plastic Tumbler 16oz,Double Wall Plastic,"Double-wall plastic tumbler with plastic twist-off lid.  6.25"" without the lid.  BPA free.  16oz.",,Color:,White,Drinkware,Mugs & Tumblers (Drinkware),24,11.61,9.45,9.59,15.35,"7"" H x 2.5"" D x 16 oz.",,"Color Imprint, 4-Color Process",Individual polybag,,96,150,300,450,600,8.35,8.02,7.7,7.37,6.63,5C,CDN$,,Photographixx.eps,,,,,,,,,,1622-84WH_D-2.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,White.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L-Drinkware 3,,,Drinkware_L.eps,Color: White,,,,,,,,,,,,"Double-wall plastic tumbler with plastic twist-off lid.  6.25"" without the lid.  BPA free.  16oz. Individual polybag",,,,,,,Mega Double-Wall Plastic Tumbler 16oz,Mega Double-Wall Plastic Tumbler 16oz,20,"Drinkware, Home & Travel",Drinkware
1622-90,INLINE,Sedici Stainless Tumbler 16oz,Stainless Steel with Plastic Liner,A new twist on the Sedici with a colorful double-wall stainless steel outer and acrylic inner. Translucent acrylic twist-off lid and straw with stopper. BPA free. 16oz.,,Color:,Silver,Drinkware,Mugs & Tumblers (Drinkware),24,16.34,14.17,13.64,12.01,"6.25"" H x 2.5"" D x 16 oz.",,"Color Imprint, 4-Color Process",Individual polybag,,48,150,300,450,600,9.65,9.25,8.87,8.48,7.65,5C,CDN$,,Photographixx.eps,,,,,,,,,,1622-90SL_D-3.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silver.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-Drinkware 3,,,Drinkware_R.eps,Color: Silver,,,,,,,,,,,,A new twist on the Sedici with a colorful double-wall stainless steel outer and acrylic inner. Translucent acrylic twist-off lid and straw with stopper. BPA free. 16oz. Individual polybag,,,,,,,Sedici Stainless Tumbler 16oz,Sedici Stainless Tumbler 16oz,20,"Drinkware, Home & Travel",Drinkware
1622-91,INLINE,Double Dipper Ceramic Mug with Stainless Base 11oz,Ceramic,Ceramic has a glossy finish. Unique design allows for decorating on either stainless steel or ceramic.  11oz.,,Colors:,"Black, Blue, Red or White",Drinkware,Ceramics (Drinkware),25,22.24,5.71,27.5,19.69,"4.75"" H x 2.25"" D x 11 oz.",,Color Imprint,,,48,150,300,450,600,12.98,12.48,11.95,11.43,10.3,5C,CDN$,,,,,,,,,,,,1622-91WH_D.eps,1622-91BL_D.eps,1622-91RD_D.eps,1622-91BK_D.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black.eps,Blue.eps,Red.eps,White.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,L-Drinkware 3,,,Drinkware_L.eps,"Colors: Black, Blue, Red or White",,,,,,,,,,,,Ceramic has a glossy finish. Unique design allows for decorating on either stainless steel or ceramic.  11oz.,,,,,,,Double Dipper Ceramic Mug with Stainless Base 11oz,Double Dipper Ceramic Mug with Stainless Base 11oz,20,"Drinkware, Home & Travel",Drinkware
1622-96,INLINE,Leak-Free Tumbler 14oz,Stainless Steel with Plastic Liner,Double-wall construction using stainless steel and plastic liner.  Foam insulation.  Twist-off leak-free lid with push button for secure closure. 14oz.,,Color:,Silver,Drinkware,Mugs & Tumblers (Drinkware),25,18.5,9.45,18.7,18.5,"8.25"" H x 2.5"" D x 14 oz.",,"Color Imprint, 4-Color Process",1-piece black gift box,,48,150,300,450,600,17.27,16.58,15.9,15.2,13.7,5C,CDN$,,Photographixx.eps,,,,,,,,,,1622-96SL_D-2.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silver.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-Drinkware 3,,,Drinkware_R.eps,Color: Silver,,,,,,,,,,,,Double-wall construction using stainless steel and plastic liner.  Foam insulation.  Twist-off leak-free lid with push button for secure closure. 14oz. 1-piece black gift box,,,,,,,Leak-Free Tumbler 14oz,Leak-Free Tumbler 14oz,20,"Drinkware, Home & Travel",Drinkware
1622-97,INLINE,Vortex Tumbler 16oz,Double Wall Acrylic,Acrylic. Some like it hot & some like it cold with this lid you can have both. Double-wall acrylic body with push-on thumb-slide lid. For hot and cold beverages. Acrylic straw with stopper for cold beverages. BPA free. 16oz.,,Colors:,"Black, Blue, Clear, Green, Orange or Red",Drinkware,Acrylic (Drinkware),24,14.37,15.55,12.98,11.61,"6.5"" H x 2.5"" D x 16 oz.",,"Color Imprint, 4-Color Process",Individual polybag,,48,150,300,450,600,7.8,7.5,7.18,6.87,6.18,5C,CDN$,,Photographixx.eps,,,,,,,,,,1622-97RD_D-2.eps,1622-97CL_D-4.eps,1622-97OR_D-2.eps,1622-97BK_D-2.eps,1622-97BL_D-7.eps,1622-97GR_D-2.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black.eps,Blue.eps,Clear.eps,Green.eps,Orange.eps,Red.eps,,,,,,,,,,,,,,,,,,,,,,,,,R-Drinkware 3,,,Drinkware_R.eps,"Colors: Black, Blue, Clear, Green, Orange or Red",,,,,,,,,,,,Acrylic. Some like it hot & some like it cold with this lid you can have both. Double-wall acrylic body with push-on thumb-slide lid. For hot and cold beverages. Acrylic straw with stopper for cold beverages. BPA free. 16oz. Individual polybag,,,,,,,Vortex Tumbler 16oz,Vortex Tumbler 16oz,20,"Drinkware, Home & Travel",Drinkware
1622-98,INLINE,Sedici Mega Acrylic Tumbler 24oz,Double Wall Acrylic,Double-wall acrylic tumbler and straw with stopper. Product ships with matching color straw unless specified otherwise in purchase order. BPA free. 24oz.,,Colors:,"Black, Blue, Clear or Red",Drinkware,Acrylic (Drinkware),24,18.7,15.55,14.74,13.98,"7"" H x 2.5"" D x 24 oz.",,"Color Imprint, 4-Color Process",Individual polybag,,48,150,300,450,600,9.08,8.72,8.35,8,7.2,5C,CDN$,,Photographixx.eps,,,,,,,,,,1622-98RD_D.eps,1622-98BK_D-1.eps,1622-98BL_D-1.eps,1622-98GR_D-2.eps,1622-98OR_D-1.eps,1622-98CL_D-6.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black.eps,Blue.eps,Clear.eps,Red.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,R-Drinkware 3,,,Drinkware_R.eps,"Colors: Black, Blue, Clear or Red",,,,,,,,,,,,Double-wall acrylic tumbler and straw with stopper. Product ships with matching color straw unless specified otherwise in purchase order. BPA free. 24oz. Individual polybag,,,,,,,Sedici Mega Acrylic Tumbler 24oz,Sedici Mega Acrylic Tumbler 24oz,20,"Drinkware, Home & Travel",Drinkware
1623-04,INLINE,The Water Bottle 24oz,Eastman Tritan™ Copolyester,"Reusable chic design that looks like a disposable water bottle that you can use again and again.  Cleaning made easy with this bottle that screws apart for maximum cleaning and filling capabilities. Screw-on lid.  Shatter, stain and odor resistant durable Tritan material. BPA free.",,Colors:,"Black, Blue or Red",Drinkware,Plastic Sport Bottles (Drinkware),48,18.9,20.28,16.06,12.8,"9.5"" H x 2.75"" D x 24 oz.",,"Color Imprint, 4-Color Process",Individual polybag,,48,150,300,450,600,10.88,10.47,10.02,9.6,8.65,5C,CDN$,Leeds.eps,Exclusive Design.eps,Photographixx.eps,,,,,,,,,1623-04RD_D-3.eps,1623-04BL_D-1.eps,1623-04BK_D-2.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black.eps,Blue.eps,Red.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-Drinkware 3,Yes,New ,Drinkware_R.eps,"Colors: Black, Blue or Red",,,,,,,,,,,,"Reusable chic design that looks like a disposable water bottle that you can use again and again.  Cleaning made easy with this bottle that screws apart for maximum cleaning and filling capabilities. Screw-on lid.  Shatter, stain and odor resistant durable Tritan material. BPA free. Individual polybag",,,,,,Leeds.eps,The Water Bottle 24oz,The Water Bottle 24oz,20,"Drinkware, Home & Travel",Drinkware
1623-05,INLINE,Fizz Stainless Tumbler 12oz,Stainless Steel with Stainless Steel liner,Double-wall vacuum insulated stainless steel can tumbler.  Plastic spill proof screw-on lid with flip-top function. Keeps drinks hot for 5 hours and cold for 15 hours. 12oz.,,Color:,Silver,Drinkware,Mugs & Tumblers (Drinkware),30,18.11,7.48,15.4,15.35,"5.75"" H x 2.75"" D x 12 oz.",,"Color Imprint, 4-Color Process",Individual polybag,,48,150,300,450,600,14.03,13.45,12.9,12.35,11.13,5C,CDN$,,Photographixx.eps,,,,,,,,,,1623-05SL_D-4.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silver.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-Drinkware 3,,,Drinkware_R.eps,Color: Silver,,,,,,,,,,,,Double-wall vacuum insulated stainless steel can tumbler.  Plastic spill proof screw-on lid with flip-top function. Keeps drinks hot for 5 hours and cold for 15 hours. 12oz. Individual polybag,,,,,,,Fizz Stainless Tumbler 12oz,Fizz Stainless Tumbler 12oz,20,"Drinkware, Home & Travel",Drinkware
1623-09,INLINE,Mega DoubleWall Ceramic Tumbler with Hard Lid 15oz,Ceramic,Double-wall ceramic tumbler with push-on hard lid fits securely to keep hot drinks hot and cold drinks cold.  Red indicator on lid shows lid is securely closed. 15oz.,,Color:,White,Drinkware,Ceramics (Drinkware),18,23.82,7.87,25.3,12.01,"6.75"" H x 2.5"" D x 15 oz.",,Color Imprint,,,36,100,150,250,400,13.57,13.03,12.5,11.95,10.77,5C,CDN$,,Exclusive Design.eps,,,,,,,,,,1623-09WH_D-1.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,White.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-Drinkware 3,,,Drinkware_R.eps,Color: White,,,,,,,,,,,,Double-wall ceramic tumbler with push-on hard lid fits securely to keep hot drinks hot and cold drinks cold.  Red indicator on lid shows lid is securely closed. 15oz.,,Hard plastic lid,,,,,Mega DoubleWall Ceramic Tumbler with Hard Lid 15oz,Mega DoubleWall Ceramic Tumbler with Hard Lid 15oz,20,"Drinkware, Home & Travel",Drinkware
1623-13,INLINE,Sleek Tumbler 15oz,Double Wall Acrylic,Sleek design with an innovative 360 degree spill proof lid.  Can drink from any direction on the lid.  Double-wall plastic tumbler with plastic liner.  BPA free. 15oz.,,Colors:,Blue or White,Drinkware,Mugs & Tumblers (Drinkware),25,18.11,9.84,16.72,18.5,"8.5"" H x 2.5"" D x 15 oz.",,Color Imprint,Individual polybag,,48,150,300,450,600,11.8,11.33,10.87,10.37,9.35,5C,CDN$,,,,,,,,,,,,1623-13WH_D.eps,1623-13BL_D-1.eps,1623-13RD_D.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1623-13RD_D-3.eps,,,,,,,,,,Blue.eps,White.eps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L-Drinkware 3,,,Drinkware_L.eps,Colors: Blue or White,,,,,,,,,,,,Sleek design with an innovative 360 degree spill proof lid.  Can drink from any direction on the lid.  Double-wall plastic tumbler with plastic liner.  BPA free. 15oz. Individual polybag,,360 degree drinkability,,,show 360 degree drink top lid,,Sleek Tumbler 15oz,Sleek Tumbler 15oz,20,"Drinkware, Home & Travel",Drinkware
